Respond-ent ID,StartDate,CompletedDate,Q1: To what extent do you think low oil prices impact the Alberta government's ability to budget?,Q2: How concerned are you about the $7B shortfall?,"Q3: Should government take action now, wait six months, or hold out for high oil prices?",Q4: Government needs:,Question 5 a) Cut spending,Question 5 b) Raise taxes and user fees,Question 5 c) Borrow money,Question 6 a) Reduce expenditures,Question 6 b) Raise taxes and user fees,Question 6 c) Run a deficit,"Q7: Are current tax rates in Alberta higher, above average or lower?",Q8: How important is it that AB taxes are lower?,Q9: In what ways can the government act to increase revenue without jeopardizing Alberta's competitive position?  (1 = selected; 0 = not selected),,,,,,,,,"Q10: If the government needs to increase its revenues through taxation, are there options you feel should NOT be considered?                                                                 (1 = selected; 0 = not selected)",,,,,,,Q11: Where would you tolerate cuts?  (1 = Selected; 0 = Not Selected),,,,,,,,,,,Q12: And are there options you feel should NOT be touched?  (1 = Selected; 0 = Not selected),,,,,,,,,,,"Q13: Indicate whether you Don't Know, Disagree or Agree.  (1 =  Don't know; 2 = Disagree; 3 = Agree)",,,,,,Q15: Years you've lived in AB,Q16: What part of the province do you live in?
7441906,2015.02.05 17:4,2015.02.05 17:22,1,1,2,2,3,1,2,90,10,0,2,2,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,3,3,2,3,3,5
7441907,2015.02.05 17:4,2015.02.05 17:17,1,1,2,1,1,1,4,40,0,60,2,3,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,3,2,3,5
7441908,2015.02.05 17:4,2015.02.05 17:18,1,2,1,2,3,2,3,60,20,20,2,2,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,3,3,3,2,3,2,3,2
7441909,2015.02.05 17:4,2015.02.05 17:28,1,2,2,1,1,4,2,50,25,25,2,3,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,1,3,1,3,2,1,5
7441910,2015.02.05 17:4,2015.02.05 17:20,1,2,2,1,1,4,4,10,30,60,3,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,3,3,3,3,3,2,3,5
7441911,2015.02.05 17:4,2015.02.05 17:14,1,1,1,1,2,1,1,60,30,10,2,3,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,3,3,3,3,3,2,3,5
7441912,2015.02.05 17:4,2015.02.05 17:11,2,2,1,1,1,3,4,10,50,40,3,3,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,3,1,3,3,3,2,2,5
7441913,2015.02.05 17:4,2015.02.05 17:13,2,2,2,3,2,2,2,75,20,5,2,3,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,3,3,3,3,3,2,3,5
7441914,2015.02.05 17:4,2015.02.05 17:14,1,1,1,2,1,3,1,100,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,1,2,5
7441915,2015.02.05 17:5,2015.02.05 17:25,1,1,1,2,2,1,1,100,0,0,3,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,3,3,3,3,3,1,5
7441916,2015.02.05 17:4,2015.02.05 17:46,2,1,1,2,2,2,2,100,0,0,3,2,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,3,1,3,1,1,1,3,4
7441917,2015.02.05 17:4,2015.02.05 17:24,1,1,2,1,1,3,3,10,60,30,1,2,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,3,2,3,2,3,2,3,5
7441918,2015.02.05 17:4,2015.02.05 17:10,2,2,2,1,1,3,2,0,70,30,3,4,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,3,2,3,3,3,2,2,4
7441919,2015.02.05 17:4,2015.02.05 17:15,2,3,1,2,1,1,4,60,0,40,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,3,3,2,2,3,2,2
7441920,2015.02.05 17:5,2015.02.05 17:13,1,2,1,2,3,1,1,100,0,0,3,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,3,2,2,3,3,5
7441921,2015.02.05 17:4,2015.02.05 17:8,1,1,1,2,4,1,2,90,0,10,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,2,2,2,3,4
7441922,2015.02.05 17:5,2015.02.05 17:35,3,2,2,2,1,3,3,50,25,25,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,3,3,3,3,3,2,2,5
7441923,2015.02.05 17:5,2015.02.05 17:29,2,1,1,2,3,1,3,100,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,1,3,3,3,5
7441924,2015.02.05 17:5,2015.02.05 17:14,2,2,2,2,1,2,2,35,10,55,2,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,2,2,5
7441925,2015.02.05 17:5,2015.02.05 17:25,1,2,2,3,3,2,2,50,25,25,2,2,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,1,2,2
7441926,2015.02.05 17:5,2015.02.05 17:28,1,2,2,1,2,3,3,5,55,40,2,4,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,3,3,1,3,4
7441927,2015.02.05 17:5,2015.02.05 17:19,1,1,1,1,3,1,3,33,33,34,2,2,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,2,2,2,1
7441928,2015.02.05 17:5,2015.02.05 17:23,2,3,2,1,1,4,3,0,50,50,3,3,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,2,2,3,3,2,1,5
7441929,2015.02.05 17:5,2015.02.05 17:20,1,1,2,2,1,3,2,45,45,10,2,2,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,1,1,3,3,3,2,5
7441930,2015.02.05 17:48,2015.02.05 18:1,2,3,2,2,3,1,3,50,0,50,3,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,2,2,3,3,2,2,5
7441931,2015.02.05 17:5,2015.02.05 17:9,1,1,1,1,1,4,2,25,65,10,3,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,3,3,3,3,3,2,2,5
7441932,2015.02.05 17:5,2015.02.05 17:14,2,1,1,2,4,1,1,100,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,3,3,3,3,2,3,3,5
7441933,2015.02.05 17:5,2015.02.05 17:17,1,2,2,1,3,3,1,40,40,20,2,3,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,3,1,3,2,3,2,3,5
7441934,2015.02.05 17:5,2015.02.05 17:30,2,1,2,2,2,1,4,20,0,80,2,2,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,3,3
7441935,2015.02.05 17:5,2015.02.05 17:13,1,1,1,3,1,4,2,40,35,25,3,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,3,2,3,3,3,2,2,4
7441936,2015.02.05 17:5,2015.02.05 17:16,2,2,1,2,2,3,1,50,40,10,2,2,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,3,3,3,2,3,2,2,4
7441937,2015.02.05 17:5,2015.02.05 17:13,2,3,2,3,1,3,3,40,25,35,3,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,3,3,2,3,3,2,2,5
7441938,2015.02.05 17:5,2015.02.05 17:23,1,1,2,2,3,3,4,45,20,35,2,3,0,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,3,3,3,3,3,1,2,1
7441939,2015.02.05 17:5,2015.02.05 17:27,3,1,1,2,4,3,2,50,50,0,2,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,3,3,1,2,1,3,5
7441940,2015.02.05 17:5,2015.02.05 17:14,3,2,1,3,4,1,1,90,10,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,2,2,3,2,5
7441941,2015.02.05 17:5,2015.02.05 17:30,1,2,1,2,4,1,2,70,10,20,2,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,3,3,3,2,2,3,2,4
7441942,2015.02.05 17:5,2015.02.05 17:16,1,1,3,2,1,1,3,50,0,50,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,2,5
7441943,2015.02.05 17:5,2015.02.05 17:17,1,1,1,3,4,3,1,30,60,10,3,4,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,3,3,3,2,1,3,5
7441944,2015.02.05 17:6,2015.02.05 17:12,1,2,2,2,2,2,1,80,20,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,2,3,3,2,2,3,2,5
7441945,2015.02.05 17:6,2015.02.05 17:16,2,2,2,3,3,3,3,50,25,25,3,2,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,3,3,2,3,5
7441946,2015.02.05 17:6,2015.02.05 17:12,2,2,2,2,3,2,3,50,0,50,2,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,3,3,2,3,3,2,2,4
7441947,2015.02.05 17:6,2015.02.05 17:16,1,1,1,3,4,1,4,75,0,25,1,2,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,3,3,3,3,2,2,5
7441948,2015.02.05 17:6,2015.02.05 17:15,2,1,1,2,4,3,1,80,20,0,3,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,3,2,2,2,5
7441949,2015.02.05 17:6,2015.02.05 17:15,1,1,1,1,1,4,2,0,90,10,3,4,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,2,3,2,3,2,2,4
7441950,2015.02.05 17:8,2015.02.05 17:27,1,1,2,2,4,1,1,100,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,3,2,2,2,2,2,5
7441951,2015.02.05 17:7,2015.02.05 17:19,1,1,1,3,3,2,1,60,20,20,2,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,2,1,3,3,5
7441952,2015.02.05 17:7,2015.02.05 17:12,1,1,1,1,1,4,2,10,75,15,3,4,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,3,2,3,1,2,4
7441953,2015.02.05 17:7,2015.02.05 17:20,2,1,2,2,1,2,3,50,30,20,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,3,3,3,3,1,1,1,5
7441954,2015.02.05 17:7,2015.02.05 17:40,1,1,3,2,1,3,3,25,25,50,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,3,1,3,1,3,2,2,5
7441955,2015.02.05 17:7,2015.02.05 17:26,1,2,2,1,1,4,4,15,45,40,3,3,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,3,3,3,3,3,2,2,4
7441956,2015.02.05 17:7,2015.02.05 17:12,2,2,1,3,1,3,4,30,40,30,3,2,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,3,3,3,3,3,3,3,4
7441957,2015.02.05 17:7,2015.02.05 17:20,2,1,1,1,1,4,2,0,80,20,3,4,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,3,3,3,3,3,2,2,1
7441958,2015.02.05 17:7,2015.02.05 17:15,3,3,2,3,3,3,3,10,2,88,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,2,2,4
7441959,2015.02.05 17:7,2015.02.05 17:22,2,2,2,2,3,3,3,25,25,50,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,3,1,3,3,1,1,2,4
7441960,2015.02.05 17:7,2015.02.05 17:55,1,1,1,2,4,1,3,70,0,30,1,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,3,3,5
7441961,2015.02.05 17:7,2015.02.05 17:32,2,2,2,3,1,2,3,40,20,40,2,2,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,3,2,3,3,3,2,2,2
7441962,2015.02.05 17:7,2015.02.05 17:12,2,2,2,1,1,4,4,0,80,20,3,4,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,3,2,3,3,3,2,1,4
7441963,2015.02.05 17:8,2015.02.05 17:15,2,3,2,1,3,4,3,20,60,20,3,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,2,2,4
7441964,2015.02.05 17:8,2015.02.05 17:22,1,1,1,1,2,4,2,20,60,20,3,3,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,2,1,4
7441965,2015.02.05 17:8,2015.02.05 17:21,1,2,1,3,2,1,2,5,70,25,3,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,3,3,3,3,2,2,2,2
7441966,2015.02.05 17:8,2015.02.05 17:13,1,1,1,1,1,4,3,0,50,50,3,4,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,3,3,3,3,3,2,2,2
7441967,2015.02.05 17:8,2015.02.05 17:25,1,1,1,1,2,3,3,25,25,50,3,4,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,2,3,2
7441968,2015.02.05 17:8,2015.02.05 17:24,2,4,2,3,4,1,3,75,0,25,2,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,3,2,2,3,2
7441969,2015.02.05 17:8,2015.02.05 17:19,2,1,2,1,1,4,1,0,50,50,3,4,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,3,2,3,3,3,2,3,4
7441970,2015.02.05 17:8,2015.02.05 17:31,2,1,1,2,3,1,1,100,0,0,3,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,3,2,2,2,3,2,5
7441971,2015.02.05 17:8,2015.02.05 17:30,1,3,2,2,1,3,1,0,100,0,2,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,2,2,2,2,2,3,3,2
7441972,2015.02.05 17:8,2015.02.05 17:15,1,2,2,2,1,2,3,60,30,10,2,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,2,3,3,3,3,2,2,2
7441973,2015.02.05 17:8,2015.02.05 17:16,2,2,1,3,1,3,3,35,35,30,3,2,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,3,3,3,3,3,1,1,4
7441974,2015.02.05 17:8,2015.02.05 17:20,1,2,2,3,3,1,2,30,0,70,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,4
7441975,2015.02.05 17:8,2015.02.05 17:42,1,2,2,3,1,3,3,20,30,50,2,2,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,2,1,3,3,2,2,4
7441976,2015.02.05 17:8,2015.02.05 17:15,1,1,1,1,1,4,2,10,70,20,3,2,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,3,3,3,3,3,1,2,5
7441977,2015.02.05 17:9,2015.02.05 17:14,2,2,1,2,2,1,2,50,20,30,1,3,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,2,2,3,2,2,2,4
7441978,2015.02.05 17:9,2015.02.05 17:17,2,2,1,1,1,3,1,100,0,0,2,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,3,3,3,2,2,4
7441979,2015.02.05 17:8,2015.02.05 17:13,2,2,3,2,4,1,2,90,10,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,2,3,2,5
7441980,2015.02.05 17:8,2015.02.05 17:16,2,1,1,3,4,1,1,96,2,2,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,3,3,3,2,2,3,3,4
7441981,2015.02.05 17:8,2015.02.05 17:13,1,1,1,2,2,3,3,60,20,20,3,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,3,3,3,3,2,3,4
7441982,2015.02.05 17:8,2015.02.05 17:19,2,2,2,2,1,3,3,30,10,60,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,3,3,1,2,3,2,3,4
7441983,2015.02.05 17:8,2015.02.05 17:14,1,1,1,1,1,2,4,60,10,30,2,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,3,3,3,3,2,2,4
7441984,2015.02.05 17:10,2015.02.05 17:34,1,1,1,2,1,1,1,50,25,25,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,3,2,3,2,3,2,2,2
7441985,2015.02.05 17:8,2015.02.05 17:26,1,2,1,2,4,3,3,35,35,30,2,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,3,2,3,2,2,2,3
7441986,2015.02.05 17:8,2015.02.05 17:17,1,1,1,1,1,1,2,0,100,0,3,3,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,2,2,2,2,4
7441987,2015.02.05 17:8,2015.02.05 17:44,2,2,2,1,1,3,4,0,0,100,2,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,2,1,5
7441988,2015.02.05 17:8,2015.02.05 17:25,1,1,1,1,2,3,3,40,45,15,1,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,3,3,2,1,2
7441989,2015.02.05 17:8,2015.02.05 17:18,3,2,2,2,1,1,1,100,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,1,3,3,3,2,3,1,3,1
7441990,2015.02.05 17:8,2015.02.05 17:25,1,2,2,2,1,2,3,25,25,50,2,2,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,3,3,3,3,1,2,3,2
7441991,2015.02.05 17:8,2015.02.05 17:21,1,1,2,1,1,4,4,0,75,25,3,4,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,3,2,3,3,3,2,3,2
7441992,2015.02.05 17:9,2015.02.05 17:19,3,3,2,2,4,3,4,33,33,34,2,2,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,3,2,1,4
7441993,2015.02.05 17:9,2015.02.05 17:43,1,1,2,3,4,2,3,50,10,40,3,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,3,2,3,3,2,3,4
7441994,2015.02.05 17:9,2015.02.05 17:17,2,2,2,2,1,3,3,70,5,25,2,4,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,3,3,3,3,3,1,2,4
7441995,2015.02.05 17:9,2015.02.05 17:16,2,2,2,2,1,3,4,0,50,50,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,3,3,3,3,3,2,2,4
7441997,2015.02.05 17:9,2015.02.05 17:23,1,1,2,2,1,2,2,80,10,10,2,2,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,3,1,3,1,3,2,3,4
7441998,2015.02.05 17:9,2015.02.05 17:16,2,2,2,1,1,3,3,0,80,20,3,4,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,3,2,3,3,3,2,3,2
7441999,2015.02.05 17:9,2015.02.05 17:21,1,1,1,3,1,4,2,20,70,10,3,4,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,3,3,3,3,3,2,3,4
7442000,2015.02.05 17:9,2015.02.05 17:24,2,2,2,2,3,2,3,35,15,50,2,3,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,3,3,3,2,3,2
